Date,Object,X_AU,Y_AU,Z_AU,VX_AU_per_day,VY_AU_per_day,VZ_AU_per_day
A.D. 2025-Aug-16 18:00:00.0000,3I/ATLAS,-0.372651009,-2.954449512,0.219028266,-0.013815662918,0.033555811461,-0.001540825522
A.D. 2025-Aug-17 00:00:00.0000,3I/ATLAS,-0.376104794,-2.946059532,0.218642983,-0.013814618583,0.033564040981,-0.001541436088
A.D. 2025-Aug-17 06:00:00.0000,3I/ATLAS,-0.379558316,-2.937667488,0.218257548,-0.013813556195,0.033572312611,-0.001542050445
A.D. 2025-Aug-17 12:00:00.0000,3I/ATLAS,-0.383011571,-2.929273372,0.217871958,-0.013812475514,0.033580626629,-0.001542668624
A.D. 2025-Aug-17 18:00:00.0000,3I/ATLAS,-0.386464553,-2.920877172,0.217486213,-0.013811376300,0.033588983315,-0.001543290657
A.D. 2025-Aug-18 00:00:00.0000,3I/ATLAS,-0.389917257,-2.912478877,0.217100312,-0.013810258306,0.033597382950,-0.001543916575
A.D. 2025-Aug-18 06:00:00.0000,3I/ATLAS,-0.393369680,-2.904078476,0.216714254,-0.013809121284,0.033605825819,-0.001544546410
A.D. 2025-Aug-18 12:00:00.0000,3I/ATLAS,-0.396821816,-2.895675960,0.216328039,-0.013807964982,0.033614312207,-0.001545180196
A.D. 2025-Aug-18 18:00:00.0000,3I/ATLAS,-0.400273661,-2.887271317,0.215941664,-0.013806789144,0.033622842401,-0.001545817965
A.D. 2025-Aug-19 00:00:00.0000,3I/ATLAS,-0.403725209,-2.878864535,0.215555129,-0.013805593511,0.033631416690,-0.001546459750
A.D. 2025-Aug-19 06:00:00.0000,3I/ATLAS,-0.407176456,-2.870455605,0.215168434,-0.013804377820,0.033640035365,-0.001547105585
A.D. 2025-Aug-19 12:00:00.0000,3I/ATLAS,-0.410627397,-2.862044514,0.214781576,-0.013803141804,0.033648698719,-0.001547755503
A.D. 2025-Aug-19 18:00:00.0000,3I/ATLAS,-0.414078025,-2.853631252,0.214394556,-0.013801885195,0.033657407047,-0.001548409539
A.D. 2025-Aug-20 00:00:00.0000,3I/ATLAS,-0.417528337,-2.845215807,0.214007371,-0.013800607716,0.033666160646,-0.001549067726
A.D. 2025-Aug-20 06:00:00.0000,3I/ATLAS,-0.420978327,-2.836798167,0.213620022,-0.013799309092,0.033674959813,-0.001549730100
A.D. 2025-Aug-20 12:00:00.0000,3I/ATLAS,-0.424427990,-2.828378323,0.213232506,-0.013797989040,0.033683804850,-0.001550396695
A.D. 2025-Aug-20 18:00:00.0000,3I/ATLAS,-0.427877320,-2.819956261,0.212844823,-0.013796647274,0.033692696060,-0.001551067548
A.D. 2025-Aug-21 00:00:00.0000,3I/ATLAS,-0.431326312,-2.811531971,0.212456972,-0.013795283506,0.033701633745,-0.001551742693
A.D. 2025-Aug-21 06:00:00.0000,3I/ATLAS,-0.434774960,-2.803105440,0.212068951,-0.013793897441,0.033710618212,-0.001552422167
A.D. 2025-Aug-21 12:00:00.0000,3I/ATLAS,-0.438223259,-2.794676658,0.211680760,-0.013792488782,0.033719649769,-0.001553106007
A.D. 2025-Aug-21 18:00:00.0000,3I/ATLAS,-0.441671203,-2.786245612,0.211292398,-0.013791057227,0.033728728726,-0.001553794248
A.D. 2025-Aug-22 00:00:00.0000,3I/ATLAS,-0.445118786,-2.777812290,0.210903863,-0.013789602470,0.033737855395,-0.001554486928
A.D. 2025-Aug-22 06:00:00.0000,3I/ATLAS,-0.448566002,-2.769376680,0.210515154,-0.013788124202,0.033747030090,-0.001555184085
A.D. 2025-Aug-22 12:00:00.0000,3I/ATLAS,-0.452012846,-2.760938770,0.210126270,-0.013786622106,0.033756253125,-0.001555885757
A.D. 2025-Aug-22 18:00:00.0000,3I/ATLAS,-0.455459311,-2.752498549,0.209737211,-0.013785095864,0.033765524818,-0.001556591980
A.D. 2025-Aug-23 00:00:00.0000,3I/ATLAS,-0.458905392,-2.744056004,0.209347974,-0.013783545152,0.033774845488,-0.001557302795
A.D. 2025-Aug-23 06:00:00.0000,3I/ATLAS,-0.462351081,-2.735611122,0.208958559,-0.013781969644,0.033784215457,-0.001558018240
A.D. 2025-Aug-23 12:00:00.0000,3I/ATLAS,-0.465796374,-2.727163892,0.208568964,-0.013780369004,0.033793635047,-0.001558738354
A.D. 2025-Aug-23 18:00:00.0000,3I/ATLAS,-0.469241264,-2.718714301,0.208179189,-0.013778742898,0.033803104583,-0.001559463176
A.D. 2025-Aug-24 00:00:00.0000,3I/ATLAS,-0.472685744,-2.710262336,0.207789232,-0.013777090981,0.033812624392,-0.001560192748
A.D. 2025-Aug-24 06:00:00.0000,3I/ATLAS,-0.476129807,-2.701807984,0.207399093,-0.013775412909,0.033822194802,-0.001560927108
A.D. 2025-Aug-24 12:00:00.0000,3I/ATLAS,-0.479573448,-2.693351234,0.207008768,-0.013773708328,0.033831816143,-0.001561666299
A.D. 2025-Aug-24 18:00:00.0000,3I/ATLAS,-0.483016659,-2.684892072,0.206618259,-0.013771976882,0.033841488748,-0.001562410360
A.D. 2025-Aug-25 00:00:00.0000,3I/ATLAS,-0.486459434,-2.676430485,0.206227563,-0.013770218209,0.033851212951,-0.001563159334
A.D. 2025-Aug-25 06:00:00.0000,3I/ATLAS,-0.489901766,-2.667966461,0.205836679,-0.013768431944,0.033860989086,-0.001563913262
A.D. 2025-Aug-25 12:00:00.0000,3I/ATLAS,-0.493343648,-2.659499986,0.205445606,-0.013766617713,0.033870817492,-0.001564672187
A.D. 2025-Aug-25 18:00:00.0000,3I/ATLAS,-0.496785072,-2.651031048,0.205054342,-0.013764775140,0.033880698508,-0.001565436151
A.D. 2025-Aug-26 00:00:00.0000,3I/ATLAS,-0.500226033,-2.642559633,0.204662887,-0.013762903842,0.033890632474,-0.001566205198
A.D. 2025-Aug-26 06:00:00.0000,3I/ATLAS,-0.503666522,-2.634085727,0.204271239,-0.013761003432,0.033900619735,-0.001566979371
A.D. 2025-Aug-26 12:00:00.0000,3I/ATLAS,-0.507106532,-2.625609318,0.203879397,-0.013759073516,0.033910660633,-0.001567758713
A.D. 2025-Aug-26 18:00:00.0000,3I/ATLAS,-0.510546056,-2.617130393,0.203487360,-0.013757113695,0.033920755515,-0.001568543269
A.D. 2025-Aug-27 00:00:00.0000,3I/ATLAS,-0.513985086,-2.608648936,0.203095125,-0.013755123565,0.033930904730,-0.001569333084
A.D. 2025-Aug-27 06:00:00.0000,3I/ATLAS,-0.517423615,-2.600164936,0.202702693,-0.013753102717,0.033941108626,-0.001570128203
A.D. 2025-Aug-27 12:00:00.0000,3I/ATLAS,-0.520861635,-2.591678377,0.202310061,-0.013751050733,0.033951367556,-0.001570928671
A.D. 2025-Aug-27 18:00:00.0000,3I/ATLAS,-0.524299138,-2.583189247,0.201917228,-0.013748967193,0.033961681870,-0.001571734535
A.D. 2025-Aug-28 00:00:00.0000,3I/ATLAS,-0.527736116,-2.574697532,0.201524193,-0.013746851668,0.033972051926,-0.001572545840
A.D. 2025-Aug-28 06:00:00.0000,3I/ATLAS,-0.531172561,-2.566203217,0.201130954,-0.013744703725,0.033982478077,-0.001573362633
A.D. 2025-Aug-28 12:00:00.0000,3I/ATLAS,-0.534608465,-2.557706288,0.200737511,-0.013742522925,0.033992960682,-0.001574184962
A.D. 2025-Aug-28 18:00:00.0000,3I/ATLAS,-0.538043820,-2.549206731,0.200343861,-0.013740308821,0.034003500100,-0.001575012874
A.D. 2025-Aug-29 00:00:00.0000,3I/ATLAS,-0.541478617,-2.540704533,0.199950004,-0.013738060961,0.034014096691,-0.001575846418
A.D. 2025-Aug-29 06:00:00.0000,3I/ATLAS,-0.544912847,-2.532199678,0.199555938,-0.013735778886,0.034024750819,-0.001576685641
A.D. 2025-Aug-29 12:00:00.0000,3I/ATLAS,-0.548346503,-2.523692153,0.199161661,-0.013733462131,0.034035462845,-0.001577530593
A.D. 2025-Aug-29 18:00:00.0000,3I/ATLAS,-0.551779576,-2.515181942,0.198767172,-0.013731110225,0.034046233136,-0.001578381323
A.D. 2025-Aug-30 00:00:00.0000,3I/ATLAS,-0.555212055,-2.506669031,0.198372470,-0.013728722690,0.034057062058,-0.001579237880
A.D. 2025-Aug-30 06:00:00.0000,3I/ATLAS,-0.558643934,-2.498153406,0.197977553,-0.013726299040,0.034067949978,-0.001580100316
A.D. 2025-Aug-30 12:00:00.0000,3I/ATLAS,-0.562075202,-2.489635051,0.197582419,-0.013723838784,0.034078897266,-0.001580968680
A.D. 2025-Aug-30 18:00:00.0000,3I/ATLAS,-0.565505850,-2.481113953,0.197187068,-0.013721341422,0.034089904291,-0.001581843025
A.D. 2025-Aug-31 00:00:00.0000,3I/ATLAS,-0.568935870,-2.472590094,0.196791497,-0.013718806449,0.034100971427,-0.001582723401
A.D. 2025-Aug-31 06:00:00.0000,3I/ATLAS,-0.572365250,-2.464063462,0.196395706,-0.013716233353,0.034112099044,-0.001583609860
A.D. 2025-Aug-31 12:00:00.0000,3I/ATLAS,-0.575793983,-2.455534040,0.195999692,-0.013713621613,0.034123287518,-0.001584502456
A.D. 2025-Aug-31 18:00:00.0000,3I/ATLAS,-0.579222058,-2.447001813,0.195603454,-0.013710970701,0.034134537224,-0.001585401241
A.D. 2025-Sep-01 00:00:00.0000,3I/ATLAS,-0.582649465,-2.438466766,0.195206990,-0.013708280083,0.034145848536,-0.001586306268
A.D. 2025-Sep-01 06:00:00.0000,3I/ATLAS,-0.586076195,-2.429928883,0.194810300,-0.013705549217,0.034157221834,-0.001587217592
A.D. 2025-Sep-01 12:00:00.0000,3I/ATLAS,-0.589502236,-2.421388150,0.194413381,-0.013702777552,0.034168657495,-0.001588135266
A.D. 2025-Sep-01 18:00:00.0000,3I/ATLAS,-0.592927580,-2.412844549,0.194016232,-0.013699964531,0.034180155897,-0.001589059346
A.D. 2025-Sep-02 00:00:00.0000,3I/ATLAS,-0.596352215,-2.404298067,0.193618851,-0.013697109589,0.034191717422,-0.001589989887
A.D. 2025-Sep-02 06:00:00.0000,3I/ATLAS,-0.599776131,-2.395748685,0.193221236,-0.013694212151,0.034203342449,-0.001590926945
A.D. 2025-Sep-02 12:00:00.0000,3I/ATLAS,-0.603199318,-2.387196390,0.192823387,-0.013691271637,0.034215031361,-0.001591870575
A.D. 2025-Sep-02 18:00:00.0000,3I/ATLAS,-0.606621763,-2.378641164,0.192425301,-0.013688287457,0.034226784539,-0.001592820836
A.D. 2025-Sep-03 00:00:00.0000,3I/ATLAS,-0.610043458,-2.370082992,0.192026976,-0.013685259012,0.034238602367,-0.001593777783
A.D. 2025-Sep-03 06:00:00.0000,3I/ATLAS,-0.613464389,-2.361521858,0.191628411,-0.013682185698,0.034250485227,-0.001594741475
A.D. 2025-Sep-03 12:00:00.0000,3I/ATLAS,-0.616884547,-2.352957744,0.191229605,-0.013679066898,0.034262433504,-0.001595711969
A.D. 2025-Sep-03 18:00:00.0000,3I/ATLAS,-0.620303919,-2.344390636,0.190830555,-0.013675901990,0.034274447583,-0.001596689325
A.D. 2025-Sep-04 00:00:00.0000,3I/ATLAS,-0.623722494,-2.335820515,0.190431259,-0.013672690342,0.034286527847,-0.001597673601
A.D. 2025-Sep-04 06:00:00.0000,3I/ATLAS,-0.627140260,-2.327247366,0.190031717,-0.013669431312,0.034298674682,-0.001598664857
A.D. 2025-Sep-04 12:00:00.0000,3I/ATLAS,-0.630557205,-2.318671172,0.189631926,-0.013666124252,0.034310888474,-0.001599663153
A.D. 2025-Sep-04 18:00:00.0000,3I/ATLAS,-0.633973318,-2.310091916,0.189231885,-0.013662768502,0.034323169606,-0.001600668551
A.D. 2025-Sep-05 00:00:00.0000,3I/ATLAS,-0.637388585,-2.301509582,0.188831592,-0.013659363394,0.034335518466,-0.001601681110
A.D. 2025-Sep-05 06:00:00.0000,3I/ATLAS,-0.640802995,-2.292924151,0.188431044,-0.013655908251,0.034347935438,-0.001602700892
A.D. 2025-Sep-05 12:00:00.0000,3I/ATLAS,-0.644216535,-2.284335608,0.188030240,-0.013652402387,0.034360420908,-0.001603727959
A.D. 2025-Sep-05 18:00:00.0000,3I/ATLAS,-0.647629192,-2.275743935,0.187629179,-0.013648845105,0.034372975261,-0.001604762375
A.D. 2025-Sep-06 00:00:00.0000,3I/ATLAS,-0.651040954,-2.267149115,0.187227859,-0.013645235699,0.034385598880,-0.001605804201
A.D. 2025-Sep-06 06:00:00.0000,3I/ATLAS,-0.654451806,-2.258551130,0.186826277,-0.013641573455,0.034398292152,-0.001606853502
A.D. 2025-Sep-06 12:00:00.0000,3I/ATLAS,-0.657861736,-2.249949963,0.186424431,-0.013637857646,0.034411055459,-0.001607910341
A.D. 2025-Sep-06 18:00:00.0000,3I/ATLAS,-0.661270730,-2.241345596,0.186022321,-0.013634087537,0.034423889185,-0.001608974782
A.D. 2025-Sep-07 00:00:00.0000,3I/ATLAS,-0.664678775,-2.232738012,0.185619943,-0.013630262383,0.034436793711,-0.001610046892
A.D. 2025-Sep-07 06:00:00.0000,3I/ATLAS,-0.668085857,-2.224127194,0.185217297,-0.013626381427,0.034449769421,-0.001611126734
A.D. 2025-Sep-07 12:00:00.0000,3I/ATLAS,-0.671491961,-2.215513122,0.184814379,-0.013622443904,0.034462816694,-0.001612214376
A.D. 2025-Sep-07 18:00:00.0000,3I/ATLAS,-0.674897074,-2.206895779,0.184411189,-0.013618449037,0.034475935910,-0.001613309882
A.D. 2025-Sep-08 00:00:00.0000,3I/ATLAS,-0.678301181,-2.198275148,0.184007724,-0.013614396039,0.034489127448,-0.001614413321
A.D. 2025-Sep-08 06:00:00.0000,3I/ATLAS,-0.681704267,-2.189651209,0.183603982,-0.013610284111,0.034502391684,-0.001615524760
A.D. 2025-Sep-08 12:00:00.0000,3I/ATLAS,-0.685106318,-2.181023946,0.183199961,-0.013606112446,0.034515728995,-0.001616644266
A.D. 2025-Sep-08 18:00:00.0000,3I/ATLAS,-0.688507318,-2.172393339,0.182795659,-0.013601880222,0.034529139754,-0.001617771907
A.D. 2025-Sep-09 00:00:00.0000,3I/ATLAS,-0.691907253,-2.163759370,0.182391074,-0.013597586609,0.034542624333,-0.001618907753
A.D. 2025-Sep-09 06:00:00.0000,3I/ATLAS,-0.695306106,-2.155122020,0.181986204,-0.013593230765,0.034556183104,-0.001620051872
A.D. 2025-Sep-09 12:00:00.0000,3I/ATLAS,-0.698703863,-2.146481272,0.181581047,-0.013588811837,0.034569816434,-0.001621204335
A.D. 2025-Sep-09 18:00:00.0000,3I/ATLAS,-0.702100507,-2.137837106,0.181175601,-0.013584328958,0.034583524690,-0.001622365211
A.D. 2025-Sep-10 00:00:00.0000,3I/ATLAS,-0.705496022,-2.129189503,0.180769864,-0.013579781252,0.034597308235,-0.001623534570
A.D. 2025-Sep-10 06:00:00.0000,3I/ATLAS,-0.708890392,-2.120538446,0.180363833,-0.013575167832,0.034611167432,-0.001624712485
A.D. 2025-Sep-10 12:00:00.0000,3I/ATLAS,-0.712283600,-2.111883913,0.179957507,-0.013570487796,0.034625102639,-0.001625899026
A.D. 2025-Sep-10 18:00:00.0000,3I/ATLAS,-0.715675630,-2.103225888,0.179550883,-0.013565740232,0.034639114212,-0.001627094265
A.D. 2025-Sep-11 00:00:00.0000,3I/ATLAS,-0.719066465,-2.094564350,0.179143959,-0.013560924216,0.034653202503,-0.001628298274
A.D. 2025-Sep-11 06:00:00.0000,3I/ATLAS,-0.722456087,-2.085899280,0.178736733,-0.013556038811,0.034667367864,-0.001629511127
A.D. 2025-Sep-11 12:00:00.0000,3I/ATLAS,-0.725844478,-2.077230660,0.178329203,-0.013551083067,0.034681610639,-0.001630732897
A.D. 2025-Sep-11 18:00:00.0000,3I/ATLAS,-0.729231622,-2.068558468,0.177921366,-0.013546056024,0.034695931173,-0.001631963656
A.D. 2025-Sep-12 00:00:00.0000,3I/ATLAS,-0.732617500,-2.059882687,0.177513220,-0.013540956707,0.034710329803,-0.001633203480
A.D. 2025-Sep-12 06:00:00.0000,3I/ATLAS,-0.736002094,-2.051203297,0.177104763,-0.013535784128,0.034724806866,-0.001634452442
A.D. 2025-Sep-12 12:00:00.0000,3I/ATLAS,-0.739385386,-2.042520277,0.176695993,-0.013530537289,0.034739362691,-0.001635710618
A.D. 2025-Sep-12 18:00:00.0000,3I/ATLAS,-0.742767357,-2.033833609,0.176286907,-0.013525215176,0.034753997606,-0.001636978082
A.D. 2025-Sep-13 00:00:00.0000,3I/ATLAS,-0.746147987,-2.025143272,0.175877503,-0.013519816764,0.034768711933,-0.001638254910
A.D. 2025-Sep-13 06:00:00.0000,3I/ATLAS,-0.749527259,-2.016449246,0.175467779,-0.013514341012,0.034783505988,-0.001639541179
A.D. 2025-Sep-13 12:00:00.0000,3I/ATLAS,-0.752905151,-2.007751512,0.175057732,-0.013508786869,0.034798380083,-0.001640836963
A.D. 2025-Sep-13 18:00:00.0000,3I/ATLAS,-0.756281646,-1.999050050,0.174647360,-0.013503153268,0.034813334526,-0.001642142341
A.D. 2025-Sep-14 00:00:00.0000,3I/ATLAS,-0.759656721,-1.990344838,0.174236660,-0.013497439131,0.034828369616,-0.001643457388
A.D. 2025-Sep-14 06:00:00.0000,3I/ATLAS,-0.763030358,-1.981635858,0.173825630,-0.013491643363,0.034843485651,-0.001644782183
A.D. 2025-Sep-14 12:00:00.0000,3I/ATLAS,-0.766402536,-1.972923089,0.173414268,-0.013485764857,0.034858682918,-0.001646116802
A.D. 2025-Sep-14 18:00:00.0000,3I/ATLAS,-0.769773234,-1.964206510,0.173002571,-0.013479802494,0.034873961700,-0.001647461324
A.D. 2025-Sep-15 00:00:00.0000,3I/ATLAS,-0.773142430,-1.955486101,0.172590537,-0.013473755137,0.034889322275,-0.001648815827
A.D. 2025-Sep-15 06:00:00.0000,3I/ATLAS,-0.776510104,-1.946761842,0.172178162,-0.013467621637,0.034904764911,-0.001650180390
A.D. 2025-Sep-15 12:00:00.0000,3I/ATLAS,-0.779876234,-1.938033712,0.171765446,-0.013461400832,0.034920289869,-0.001651555090
A.D. 2025-Sep-15 18:00:00.0000,3I/ATLAS,-0.783240797,-1.929301690,0.171352384,-0.013455091543,0.034935897406,-0.001652940008
A.D. 2025-Sep-16 00:00:00.0000,3I/ATLAS,-0.786603772,-1.920565756,0.170938975,-0.013448692579,0.034951587768,-0.001654335222
A.D. 2025-Sep-16 06:00:00.0000,3I/ATLAS,-0.789965136,-1.911825889,0.170525216,-0.013442202733,0.034967361194,-0.001655740812
A.D. 2025-Sep-16 12:00:00.0000,3I/ATLAS,-0.793324866,-1.903082069,0.170111104,-0.013435620783,0.034983217913,-0.001657156857
A.D. 2025-Sep-16 18:00:00.0000,3I/ATLAS,-0.796682939,-1.894334273,0.169696636,-0.013428945495,0.034999158148,-0.001658583438
A.D. 2025-Sep-17 00:00:00.0000,3I/ATLAS,-0.800039331,-1.885582483,0.169281811,-0.013422175617,0.035015182112,-0.001660020634
A.D. 2025-Sep-17 06:00:00.0000,3I/ATLAS,-0.803394018,-1.876826675,0.168866625,-0.013415309885,0.035031290006,-0.001661468525
A.D. 2025-Sep-17 12:00:00.0000,3I/ATLAS,-0.806746978,-1.868066831,0.168451076,-0.013408347017,0.035047482026,-0.001662927191
A.D. 2025-Sep-17 18:00:00.0000,3I/ATLAS,-0.810098184,-1.859302927,0.168035161,-0.013401285719,0.035063758353,-0.001664396714
A.D. 2025-Sep-18 00:00:00.0000,3I/ATLAS,-0.813447612,-1.850534944,0.167618876,-0.013394124681,0.035080119161,-0.001665877172
A.D. 2025-Sep-18 06:00:00.0000,3I/ATLAS,-0.816795238,-1.841762861,0.167202221,-0.013386862577,0.035096564612,-0.001667368648
A.D. 2025-Sep-18 12:00:00.0000,3I/ATLAS,-0.820141035,-1.832986655,0.166785191,-0.013379498066,0.035113094856,-0.001668871221
A.D. 2025-Sep-18 18:00:00.0000,3I/ATLAS,-0.823484978,-1.824206306,0.166367784,-0.013372029793,0.035129710033,-0.001670384971
A.D. 2025-Sep-19 00:00:00.0000,3I/ATLAS,-0.826827041,-1.815421793,0.165949998,-0.013364456388,0.035146410268,-0.001671909980
A.D. 2025-Sep-19 06:00:00.0000,3I/ATLAS,-0.830167197,-1.806633094,0.165531829,-0.013356776463,0.035163195678,-0.001673446328
A.D. 2025-Sep-19 12:00:00.0000,3I/ATLAS,-0.833505420,-1.797840188,0.165113274,-0.013348988618,0.035180066363,-0.001674994095
A.D. 2025-Sep-19 18:00:00.0000,3I/ATLAS,-0.836841682,-1.789043054,0.164694331,-0.013341091435,0.035197022411,-0.001676553361
A.D. 2025-Sep-20 00:00:00.0000,3I/ATLAS,-0.840175957,-1.780241670,0.164274996,-0.013333083483,0.035214063898,-0.001678124207
A.D. 2025-Sep-20 06:00:00.0000,3I/ATLAS,-0.843508215,-1.771436015,0.163855267,-0.013324963315,0.035231190884,-0.001679706713
A.D. 2025-Sep-20 12:00:00.0000,3I/ATLAS,-0.846838429,-1.762626067,0.163435142,-0.013316729467,0.035248403414,-0.001681300959
A.D. 2025-Sep-20 18:00:00.0000,3I/ATLAS,-0.850166570,-1.753811806,0.163014616,-0.013308380463,0.035265701520,-0.001682907023
A.D. 2025-Sep-21 00:00:00.0000,3I/ATLAS,-0.853492609,-1.744993209,0.162593687,-0.013299914807,0.035283085216,-0.001684524987
A.D. 2025-Sep-21 06:00:00.0000,3I/ATLAS,-0.856816518,-1.736170256,0.162172352,-0.013291330992,0.035300554501,-0.001686154928
A.D. 2025-Sep-21 12:00:00.0000,3I/ATLAS,-0.860138265,-1.727342925,0.161750609,-0.013282627495,0.035318109359,-0.001687796926
A.D. 2025-Sep-21 18:00:00.0000,3I/ATLAS,-0.863457821,-1.718511194,0.161328453,-0.013273802776,0.035335749754,-0.001689451059
A.D. 2025-Sep-22 00:00:00.0000,3I/ATLAS,-0.866775156,-1.709675043,0.160905882,-0.013264855281,0.035353475634,-0.001691117405
A.D. 2025-Sep-22 06:00:00.0000,3I/ATLAS,-0.870090238,-1.700834449,0.160482893,-0.013255783441,0.035371286929,-0.001692796042
A.D. 2025-Sep-22 12:00:00.0000,3I/ATLAS,-0.873403037,-1.691989392,0.160059483,-0.013246585672,0.035389183550,-0.001694487047
A.D. 2025-Sep-22 18:00:00.0000,3I/ATLAS,-0.876713521,-1.683139850,0.159635649,-0.013237260375,0.035407165390,-0.001696190496
A.D. 2025-Sep-23 00:00:00.0000,3I/ATLAS,-0.880021657,-1.674285802,0.159211387,-0.013227805936,0.035425232321,-0.001697906466
A.D. 2025-Sep-23 06:00:00.0000,3I/ATLAS,-0.883327413,-1.665427227,0.158786694,-0.013218220727,0.035443384194,-0.001699635033
A.D. 2025-Sep-23 12:00:00.0000,3I/ATLAS,-0.886630756,-1.656564103,0.158361568,-0.013208503106,0.035461620841,-0.001701376271
A.D. 2025-Sep-23 18:00:00.0000,3I/ATLAS,-0.889931653,-1.647696410,0.157936005,-0.013198651414,0.035479942073,-0.001703130254
A.D. 2025-Sep-24 00:00:00.0000,3I/ATLAS,-0.893230070,-1.638824125,0.157510002,-0.013188663980,0.035498347675,-0.001704897056
A.D. 2025-Sep-24 06:00:00.0000,3I/ATLAS,-0.896525974,-1.629947229,0.157083556,-0.013178539120,0.035516837415,-0.001706676750
A.D. 2025-Sep-24 12:00:00.0000,3I/ATLAS,-0.899819328,-1.621065699,0.156656663,-0.013168275132,0.035535411034,-0.001708469407
A.D. 2025-Sep-24 18:00:00.0000,3I/ATLAS,-0.903110100,-1.612179516,0.156229320,-0.013157870304,0.035554068250,-0.001710275099
A.D. 2025-Sep-25 00:00:00.0000,3I/ATLAS,-0.906398252,-1.603288658,0.155801524,-0.013147322910,0.035572808757,-0.001712093896
A.D. 2025-Sep-25 06:00:00.0000,3I/ATLAS,-0.909683749,-1.594393105,0.155373272,-0.013136631209,0.035591632224,-0.001713925867
A.D. 2025-Sep-25 12:00:00.0000,3I/ATLAS,-0.912966555,-1.585492835,0.154944560,-0.013125793449,0.035610538294,-0.001715771079
A.D. 2025-Sep-25 18:00:00.0000,3I/ATLAS,-0.916246633,-1.576587829,0.154515385,-0.013114807864,0.035629526584,-0.001717629601
A.D. 2025-Sep-26 00:00:00.0000,3I/ATLAS,-0.919523947,-1.567678065,0.154085744,-0.013103672676,0.035648596684,-0.001719501498
A.D. 2025-Sep-26 06:00:00.0000,3I/ATLAS,-0.922798457,-1.558763524,0.153655633,-0.013092386096,0.035667748154,-0.001721386834
A.D. 2025-Sep-26 12:00:00.0000,3I/ATLAS,-0.926070127,-1.549844184,0.153225050,-0.013080946320,0.035686980531,-0.001723285673
A.D. 2025-Sep-26 18:00:00.0000,3I/ATLAS,-0.929338917,-1.540920027,0.152793989,-0.013069351536,0.035706293317,-0.001725198078
A.D. 2025-Sep-27 00:00:00.0000,3I/ATLAS,-0.932604790,-1.531991031,0.152362449,-0.013057599919,0.035725685988,-0.001727124108
A.D. 2025-Sep-27 06:00:00.0000,3I/ATLAS,-0.935867704,-1.523057177,0.151930426,-0.013045689634,0.035745157989,-0.001729063824
A.D. 2025-Sep-27 12:00:00.0000,3I/ATLAS,-0.939127621,-1.514118446,0.151497916,-0.013033618835,0.035764708734,-0.001731017284
A.D. 2025-Sep-27 18:00:00.0000,3I/ATLAS,-0.942384500,-1.505174816,0.151064916,-0.013021385666,0.035784337603,-0.001732984542
A.D. 2025-Sep-28 00:00:00.0000,3I/ATLAS,-0.945638300,-1.496226270,0.150631423,-0.013008988263,0.035804043947,-0.001734965656
A.D. 2025-Sep-28 06:00:00.0000,3I/ATLAS,-0.948888980,-1.487272788,0.150197432,-0.012996424751,0.035823827081,-0.001736960676
A.D. 2025-Sep-28 12:00:00.0000,3I/ATLAS,-0.952136498,-1.478314350,0.149762941,-0.012983693247,0.035843686287,-0.001738969655
A.D. 2025-Sep-28 18:00:00.0000,3I/ATLAS,-0.955380813,-1.469350939,0.149327946,-0.012970791862,0.035863620812,-0.001740992642
A.D. 2025-Sep-29 00:00:00.0000,3I/ATLAS,-0.958621880,-1.460382534,0.148892444,-0.012957718696,0.035883629869,-0.001743029685
A.D. 2025-Sep-29 06:00:00.0000,3I/ATLAS,-0.961859658,-1.451409118,0.148456430,-0.012944471845,0.035903712632,-0.001745080829
A.D. 2025-Sep-29 12:00:00.0000,3I/ATLAS,-0.965094101,-1.442430671,0.148019902,-0.012931049396,0.035923868241,-0.001747146118
A.D. 2025-Sep-29 18:00:00.0000,3I/ATLAS,-0.968325167,-1.433447177,0.147582856,-0.012917449433,0.035944095795,-0.001749225593
A.D. 2025-Sep-30 00:00:00.0000,3I/ATLAS,-0.971552811,-1.424458618,0.147145288,-0.012903670033,0.035964394357,-0.001751319293
A.D. 2025-Sep-30 06:00:00.0000,3I/ATLAS,-0.974776987,-1.415464974,0.146707195,-0.012889709270,0.035984762950,-0.001753427255
A.D. 2025-Sep-30 12:00:00.0000,3I/ATLAS,-0.977997651,-1.406466230,0.146268573,-0.012875565212,0.036005200555,-0.001755549513
A.D. 2025-Sep-30 18:00:00.0000,3I/ATLAS,-0.981214755,-1.397462369,0.145829419,-0.012861235927,0.036025706114,-0.001757686098
A.D. 2025-Oct-01 00:00:00.0000,3I/ATLAS,-0.984428253,-1.388453372,0.145389729,-0.012846719478,0.036046278526,-0.001759837038
A.D. 2025-Oct-01 06:00:00.0000,3I/ATLAS,-0.987638099,-1.379439224,0.144949500,-0.012832013930,0.036066916648,-0.001762002360
A.D. 2025-Oct-01 12:00:00.0000,3I/ATLAS,-0.990844244,-1.370419908,0.144508727,-0.012817117345,0.036087619293,-0.001764182084
A.D. 2025-Oct-01 18:00:00.0000,3I/ATLAS,-0.994046641,-1.361395409,0.144067407,-0.012802027786,0.036108385230,-0.001766376229
