Date,Object,X_AU,Y_AU,Z_AU,VX_AU_per_day,VY_AU_per_day,VZ_AU_per_day
A.D. 2026-Feb-21 00:00:00.0000,3I/ATLAS,-1.884017596,3.878545780,-0.163023822,-0.003371047709,0.035246531338,-0.002202019515
A.D. 2026-Feb-21 06:00:00.0000,3I/ATLAS,-1.884860144,3.887356976,-0.163574306,-0.003369330650,0.035243037384,-0.002201854473
A.D. 2026-Feb-21 12:00:00.0000,3I/ATLAS,-1.885702263,3.896167300,-0.164124749,-0.003367623231,0.035239557182,-0.002201689317
A.D. 2026-Feb-21 18:00:00.0000,3I/ATLAS,-1.886543956,3.904976756,-0.164675151,-0.003365925407,0.035236090705,-0.002201524030
A.D. 2026-Feb-22 00:00:00.0000,3I/ATLAS,-1.887385226,3.913785347,-0.165225511,-0.003364237130,0.035232637922,-0.002201358591
A.D. 2026-Feb-22 06:00:00.0000,3I/ATLAS,-1.888226075,3.922593076,-0.165775830,-0.003362558358,0.035229198807,-0.002201192980
A.D. 2026-Feb-22 12:00:00.0000,3I/ATLAS,-1.889066506,3.931399947,-0.166326107,-0.003360889048,0.035225773335,-0.002201027175
A.D. 2026-Feb-22 18:00:00.0000,3I/ATLAS,-1.889906521,3.940205964,-0.166876343,-0.003359229157,0.035222361480,-0.002200861155
A.D. 2026-Feb-23 00:00:00.0000,3I/ATLAS,-1.890746121,3.949011129,-0.167426538,-0.003357578647,0.035218963219,-0.002200694896
A.D. 2026-Feb-23 06:00:00.0000,3I/ATLAS,-1.891585311,3.957815447,-0.167976691,-0.003355937481,0.035215578531,-0.002200528374
A.D. 2026-Feb-23 12:00:00.0000,3I/ATLAS,-1.892424091,3.966618920,-0.168526802,-0.003354305621,0.035212207393,-0.002200361563
A.D. 2026-Feb-23 18:00:00.0000,3I/ATLAS,-1.893262464,3.975421551,-0.169076872,-0.003352683033,0.035208849788,-0.002200194437
A.D. 2026-Feb-24 00:00:00.0000,3I/ATLAS,-1.894100433,3.984223346,-0.169626899,-0.003351069685,0.035205505696,-0.002200026967
A.D. 2026-Feb-24 06:00:00.0000,3I/ATLAS,-1.894938000,3.993024305,-0.170176885,-0.003349465546,0.035202175101,-0.002199859124
A.D. 2026-Feb-24 12:00:00.0000,3I/ATLAS,-1.895775167,4.001824434,-0.170726829,-0.003347870587,0.035198857988,-0.002199690879
A.D. 2026-Feb-24 18:00:00.0000,3I/ATLAS,-1.896611936,4.010623736,-0.171276731,-0.003346284782,0.035195554342,-0.002199522199
A.D. 2026-Feb-25 00:00:00.0000,3I/ATLAS,-1.897448310,4.019422213,-0.171826590,-0.003344708105,0.035192264151,-0.002199353050
A.D. 2026-Feb-25 06:00:00.0000,3I/ATLAS,-1.898284291,4.028219869,-0.172376407,-0.003343140534,0.035188987404,-0.002199183398
A.D. 2026-Feb-25 12:00:00.0000,3I/ATLAS,-1.899119881,4.037016707,-0.172926182,-0.003341582048,0.035185724091,-0.002199013207
A.D. 2026-Feb-25 18:00:00.0000,3I/ATLAS,-1.899955083,4.045812732,-0.173475914,-0.003340032630,0.035182474203,-0.002198842436
A.D. 2026-Feb-26 00:00:00.0000,3I/ATLAS,-1.900789898,4.054607946,-0.174025603,-0.003338492264,0.035179237733,-0.002198671047
A.D. 2026-Feb-26 06:00:00.0000,3I/ATLAS,-1.901624329,4.063402352,-0.174575249,-0.003336960937,0.035176014676,-0.002198498998
A.D. 2026-Feb-26 12:00:00.0000,3I/ATLAS,-1.902458379,4.072195954,-0.175124852,-0.003335438638,0.035172805026,-0.002198326243
A.D. 2026-Feb-26 18:00:00.0000,3I/ATLAS,-1.903292050,4.080988756,-0.175674412,-0.003333925360,0.035169608783,-0.002198152736
A.D. 2026-Feb-27 00:00:00.0000,3I/ATLAS,-1.904125343,4.089780760,-0.176223928,-0.003332421097,0.035166425943,-0.002197978430
A.D. 2026-Feb-27 06:00:00.0000,3I/ATLAS,-1.904958261,4.098571970,-0.176773401,-0.003330925848,0.035163256506,-0.002197803273
A.D. 2026-Feb-27 12:00:00.0000,3I/ATLAS,-1.905790806,4.107362389,-0.177322830,-0.003329439614,0.035160100474,-0.002197627211
A.D. 2026-Feb-27 18:00:00.0000,3I/ATLAS,-1.906622981,4.116152021,-0.177872215,-0.003327962400,0.035156957849,-0.002197450189
A.D. 2026-Feb-28 00:00:00.0000,3I/ATLAS,-1.907454788,4.124940869,-0.178421555,-0.003326494212,0.035153828633,-0.002197272147
A.D. 2026-Feb-28 06:00:00.0000,3I/ATLAS,-1.908286229,4.133728936,-0.178970851,-0.003325035063,0.035150712833,-0.002197093024
A.D. 2026-Feb-28 12:00:00.0000,3I/ATLAS,-1.909117307,4.142516227,-0.179520101,-0.003323584967,0.035147610452,-0.002196912754
A.D. 2026-Feb-28 18:00:00.0000,3I/ATLAS,-1.909948022,4.151302743,-0.180069307,-0.003322143944,0.035144521499,-0.002196731271
A.D. 2026-Mar-01 00:00:00.0000,3I/ATLAS,-1.910778379,4.160088488,-0.180618467,-0.003320712015,0.035141445979,-0.002196548502
A.D. 2026-Mar-01 06:00:00.0000,3I/ATLAS,-1.911608379,4.168873467,-0.181167581,-0.003319289208,0.035138383902,-0.002196364372
A.D. 2026-Mar-01 12:00:00.0000,3I/ATLAS,-1.912438025,4.177657681,-0.181716649,-0.003317875555,0.035135335276,-0.002196178803
A.D. 2026-Mar-01 18:00:00.0000,3I/ATLAS,-1.913267318,4.186441136,-0.182265670,-0.003316471091,0.035132300110,-0.002195991713
A.D. 2026-Mar-02 00:00:00.0000,3I/ATLAS,-1.914096261,4.195223833,-0.182814645,-0.003315075858,0.035129278414,-0.002195803014
A.D. 2026-Mar-02 06:00:00.0000,3I/ATLAS,-1.914924856,4.204005776,-0.183363572,-0.003313689900,0.035126270197,-0.002195612616
A.D. 2026-Mar-02 12:00:00.0000,3I/ATLAS,-1.915753107,4.212786969,-0.183912451,-0.003312313269,0.035123275469,-0.002195420423
A.D. 2026-Mar-02 18:00:00.0000,3I/ATLAS,-1.916581014,4.221567415,-0.184461282,-0.003310946021,0.035120294238,-0.002195226336
A.D. 2026-Mar-03 00:00:00.0000,3I/ATLAS,-1.917408580,4.230347117,-0.185010064,-0.003309588218,0.035117326513,-0.002195030249
A.D. 2026-Mar-03 06:00:00.0000,3I/ATLAS,-1.918235809,4.239126079,-0.185558797,-0.003308239928,0.035114372301,-0.002194832053
A.D. 2026-Mar-03 12:00:00.0000,3I/ATLAS,-1.919062701,4.247904304,-0.186107480,-0.003306901224,0.035111431607,-0.002194631632
A.D. 2026-Mar-03 18:00:00.0000,3I/ATLAS,-1.919889260,4.256681796,-0.186656112,-0.003305572188,0.035108504436,-0.002194428865
A.D. 2026-Mar-04 00:00:00.0000,3I/ATLAS,-1.920715488,4.265458558,-0.187204694,-0.003304252905,0.035105590789,-0.002194223627
A.D. 2026-Mar-04 06:00:00.0000,3I/ATLAS,-1.921541387,4.274234593,-0.187753224,-0.003302943469,0.035102690665,-0.002194015785
A.D. 2026-Mar-04 12:00:00.0000,3I/ATLAS,-1.922366961,4.283009904,-0.188301702,-0.003301643980,0.035099804059,-0.002193805201
A.D. 2026-Mar-04 18:00:00.0000,3I/ATLAS,-1.923192210,4.291784496,-0.188850126,-0.003300354546,0.035096930963,-0.002193591730
A.D. 2026-Mar-05 00:00:00.0000,3I/ATLAS,-1.924017139,4.300558371,-0.189398497,-0.003299075283,0.035094071364,-0.002193375221
A.D. 2026-Mar-05 06:00:00.0000,3I/ATLAS,-1.924841749,4.309331533,-0.189946814,-0.003297806312,0.035091225242,-0.002193155517
A.D. 2026-Mar-05 12:00:00.0000,3I/ATLAS,-1.925666043,4.318103985,-0.190495075,-0.003296547763,0.035088392574,-0.002192932453
A.D. 2026-Mar-05 18:00:00.0000,3I/ATLAS,-1.926490024,4.326875730,-0.191043280,-0.003295299775,0.035085573326,-0.002192705860
A.D. 2026-Mar-06 00:00:00.0000,3I/ATLAS,-1.927313694,4.335646772,-0.191591427,-0.003294062493,0.035082767459,-0.002192475559
A.D. 2026-Mar-06 06:00:00.0000,3I/ATLAS,-1.928137056,4.344417115,-0.192139517,-0.003292836070,0.035079974923,-0.002192241366
A.D. 2026-Mar-06 12:00:00.0000,3I/ATLAS,-1.928960113,4.353186761,-0.192687548,-0.003291620669,0.035077195657,-0.002192003089
A.D. 2026-Mar-06 18:00:00.0000,3I/ATLAS,-1.929782867,4.361955714,-0.193235518,-0.003290416458,0.035074429592,-0.002191760533
A.D. 2026-Mar-07 00:00:00.0000,3I/ATLAS,-1.930605322,4.370723977,-0.193783428,-0.003289223615,0.035071676641,-0.002191513491
A.D. 2026-Mar-07 06:00:00.0000,3I/ATLAS,-1.931427480,4.379491553,-0.194331275,-0.003288042323,0.035068936706,-0.002191261755
A.D. 2026-Mar-07 12:00:00.0000,3I/ATLAS,-1.932249344,4.388258446,-0.194879058,-0.003286872773,0.035066209672,-0.002191005107
A.D. 2026-Mar-07 18:00:00.0000,3I/ATLAS,-1.933070917,4.397024659,-0.195426777,-0.003285715164,0.035063495406,-0.002190743328
A.D. 2026-Mar-08 00:00:00.0000,3I/ATLAS,-1.933892203,4.405790195,-0.195974429,-0.003284569698,0.035060793757,-0.002190476191
A.D. 2026-Mar-08 06:00:00.0000,3I/ATLAS,-1.934713203,4.414555057,-0.196522014,-0.003283436585,0.035058104550,-0.002190203466
A.D. 2026-Mar-08 12:00:00.0000,3I/ATLAS,-1.935533922,4.423319248,-0.197069531,-0.003282316038,0.035055427592,-0.002189924920
A.D. 2026-Mar-08 18:00:00.0000,3I/ATLAS,-1.936354362,4.432082772,-0.197616976,-0.003281208273,0.035052762660,-0.002189640320
A.D. 2026-Mar-09 00:00:00.0000,3I/ATLAS,-1.937174527,4.440845631,-0.198164350,-0.003280113507,0.035050109508,-0.002189349428
A.D. 2026-Mar-09 06:00:00.0000,3I/ATLAS,-1.937994420,4.449607828,-0.198711651,-0.003279031960,0.035047467859,-0.002189052012
A.D. 2026-Mar-09 12:00:00.0000,3I/ATLAS,-1.938814044,4.458369365,-0.199258876,-0.003277963847,0.035044837408,-0.002188747837
A.D. 2026-Mar-09 18:00:00.0000,3I/ATLAS,-1.939633403,4.467130247,-0.199806024,-0.003276909384,0.035042217817,-0.002188436678
A.D. 2026-Mar-10 00:00:00.0000,3I/ATLAS,-1.940452500,4.475890475,-0.200353093,-0.003275868778,0.035039608712,-0.002188118311
A.D. 2026-Mar-10 06:00:00.0000,3I/ATLAS,-1.941271339,4.484650052,-0.200900082,-0.003274842229,0.035037009687,-0.002187792526
A.D. 2026-Mar-10 12:00:00.0000,3I/ATLAS,-1.942089922,4.493408981,-0.201446989,-0.003273829926,0.035034420296,-0.002187459121
A.D. 2026-Mar-10 18:00:00.0000,3I/ATLAS,-1.942908255,4.502167263,-0.201993811,-0.003272832045,0.035031840059,-0.002187117910
A.D. 2026-Mar-11 00:00:00.0000,3I/ATLAS,-1.943726340,4.510924902,-0.202540547,-0.003271848742,0.035029268453,-0.002186768724
A.D. 2026-Mar-11 06:00:00.0000,3I/ATLAS,-1.944544180,4.519681898,-0.203087195,-0.003270880155,0.035026704921,-0.002186411415
A.D. 2026-Mar-11 12:00:00.0000,3I/ATLAS,-1.945361781,4.528438255,-0.203633752,-0.003269926396,0.035024148865,-0.002186045859
A.D. 2026-Mar-11 18:00:00.0000,3I/ATLAS,-1.946179145,4.537193973,-0.204180217,-0.003268987549,0.035021599649,-0.002185671961
A.D. 2026-Mar-12 00:00:00.0000,3I/ATLAS,-1.946996276,4.545949055,-0.204726588,-0.003268063665,0.035019056602,-0.002185289658
A.D. 2026-Mar-12 06:00:00.0000,3I/ATLAS,-1.947813178,4.554703502,-0.205272861,-0.003267154758,0.035016519019,-0.002184898922
A.D. 2026-Mar-12 12:00:00.0000,3I/ATLAS,-1.948629855,4.563457315,-0.205819036,-0.003266260802,0.035013986164,-0.002184499764
A.D. 2026-Mar-12 18:00:00.0000,3I/ATLAS,-1.949446310,4.572210495,-0.206365111,-0.003265381724,0.035011457272,-0.002184092239
A.D. 2026-Mar-13 00:00:00.0000,3I/ATLAS,-1.950262547,4.580963044,-0.206911082,-0.003264517405,0.035008931558,-0.002183676449
A.D. 2026-Mar-13 06:00:00.0000,3I/ATLAS,-1.951078569,4.589714961,-0.207456948,-0.003263667671,0.035006408216,-0.002183252543
A.D. 2026-Mar-13 12:00:00.0000,3I/ATLAS,-1.951894382,4.598466248,-0.208002707,-0.003262832294,0.035003886433,-0.002182820727
A.D. 2026-Mar-13 18:00:00.0000,3I/ATLAS,-1.952709987,4.607216905,-0.208548358,-0.003262010988,0.035001365390,-0.002182381257
A.D. 2026-Mar-14 00:00:00.0000,3I/ATLAS,-1.953525388,4.615966931,-0.209093897,-0.003261203408,0.034998844271,-0.002181934448
A.D. 2026-Mar-14 06:00:00.0000,3I/ATLAS,-1.954340590,4.624716327,-0.209639324,-0.003260409145,0.034996322273,-0.002181480671
A.D. 2026-Mar-14 12:00:00.0000,3I/ATLAS,-1.955155594,4.633465092,-0.210184637,-0.003259627732,0.034993798614,-0.002181020354
A.D. 2026-Mar-14 18:00:00.0000,3I/ATLAS,-1.955970404,4.642213226,-0.210729834,-0.003258858641,0.034991272545,-0.002180553979
A.D. 2026-Mar-15 00:00:00.0000,3I/ATLAS,-1.956785024,4.650960728,-0.211274914,-0.003258101286,0.034988743351,-0.002180082084
A.D. 2026-Mar-15 06:00:00.0000,3I/ATLAS,-1.957599456,4.659707597,-0.211819875,-0.003257355023,0.034986210372,-0.002179605257
A.D. 2026-Mar-15 12:00:00.0000,3I/ATLAS,-1.958413703,4.668453833,-0.212364716,-0.003256619160,0.034983673001,-0.002179124132
A.D. 2026-Mar-15 18:00:00.0000,3I/ATLAS,-1.959227766,4.677199433,-0.212909437,-0.003255892958,0.034981130700,-0.002178639386
A.D. 2026-Mar-16 00:00:00.0000,3I/ATLAS,-1.960041650,4.685944398,-0.213454035,-0.003255175635,0.034978583002,-0.002178151729
A.D. 2026-Mar-16 06:00:00.0000,3I/ATLAS,-1.960855355,4.694688724,-0.213998512,-0.003254466379,0.034976029522,-0.002177661904
A.D. 2026-Mar-16 12:00:00.0000,3I/ATLAS,-1.961668884,4.703432412,-0.214542866,-0.003253764350,0.034973469957,-0.002177170672
A.D. 2026-Mar-16 18:00:00.0000,3I/ATLAS,-1.962482238,4.712175459,-0.215087097,-0.003253068692,0.034970904095,-0.002176678811
A.D. 2026-Mar-17 00:00:00.0000,3I/ATLAS,-1.963295418,4.720917863,-0.215631206,-0.003252378540,0.034968331814,-0.002176187103
A.D. 2026-Mar-17 06:00:00.0000,3I/ATLAS,-1.964108427,4.729659624,-0.216175191,-0.003251693029,0.034965753081,-0.002175696329
A.D. 2026-Mar-17 12:00:00.0000,3I/ATLAS,-1.964921265,4.738400739,-0.216719054,-0.003251011301,0.034963167957,-0.002175207258
A.D. 2026-Mar-17 18:00:00.0000,3I/ATLAS,-1.965733933,4.747141207,-0.217262795,-0.003250332517,0.034960576589,-0.002174720641
A.D. 2026-Mar-18 00:00:00.0000,3I/ATLAS,-1.966546432,4.755881027,-0.217806415,-0.003249655863,0.034957979207,-0.002174237205
A.D. 2026-Mar-18 06:00:00.0000,3I/ATLAS,-1.967358761,4.764620197,-0.218349914,-0.003248980556,0.034955376120,-0.002173757642
A.D. 2026-Mar-18 12:00:00.0000,3I/ATLAS,-1.968170922,4.773358715,-0.218893294,-0.003248305852,0.034952767710,-0.002173282609
A.D. 2026-Mar-18 18:00:00.0000,3I/ATLAS,-1.968982914,4.782096580,-0.219436556,-0.003247631055,0.034950154424,-0.002172812717
A.D. 2026-Mar-19 00:00:00.0000,3I/ATLAS,-1.969794737,4.790833792,-0.219979701,-0.003246955513,0.034947536765,-0.002172348530
A.D. 2026-Mar-19 06:00:00.0000,3I/ATLAS,-1.970606392,4.799570348,-0.220522730,-0.003246278630,0.034944915285,-0.002171890561
A.D. 2026-Mar-19 12:00:00.0000,3I/ATLAS,-1.971417877,4.808306249,-0.221065646,-0.003245599867,0.034942290575,-0.002171439272
A.D. 2026-Mar-19 18:00:00.0000,3I/ATLAS,-1.972229192,4.817041493,-0.221608451,-0.003244918739,0.034939663258,-0.002170995068
A.D. 2026-Mar-20 00:00:00.0000,3I/ATLAS,-1.973040336,4.825776080,-0.222151145,-0.003244234819,0.034937033979,-0.002170558302
A.D. 2026-Mar-20 06:00:00.0000,3I/ATLAS,-1.973851309,4.834510010,-0.222693730,-0.003243547741,0.034934403400,-0.002170129272
A.D. 2026-Mar-20 12:00:00.0000,3I/ATLAS,-1.974662109,4.843243282,-0.223236210,-0.003242857192,0.034931772185,-0.002169708222
A.D. 2026-Mar-20 18:00:00.0000,3I/ATLAS,-1.975472737,4.851975896,-0.223778585,-0.003242162914,0.034929141001,-0.002169295347
A.D. 2026-Mar-21 00:00:00.0000,3I/ATLAS,-1.976283190,4.860707853,-0.224320858,-0.003241464703,0.034926510508,-0.002168890792
A.D. 2026-Mar-21 06:00:00.0000,3I/ATLAS,-1.977093469,4.869439152,-0.224863031,-0.003240762404,0.034923881354,-0.002168494658
A.D. 2026-Mar-21 12:00:00.0000,3I/ATLAS,-1.977903571,4.878169793,-0.225405106,-0.003240055909,0.034921254166,-0.002168107000
A.D. 2026-Mar-21 18:00:00.0000,3I/ATLAS,-1.978713497,4.886899779,-0.225947086,-0.003239345150,0.034918629555,-0.002167727837
A.D. 2026-Mar-22 00:00:00.0000,3I/ATLAS,-1.979523244,4.895629108,-0.226488971,-0.003238630101,0.034916008104,-0.002167357150
A.D. 2026-Mar-22 06:00:00.0000,3I/ATLAS,-1.980332811,4.904357783,-0.227030765,-0.003237910773,0.034913390368,-0.002166994890
A.D. 2026-Mar-22 12:00:00.0000,3I/ATLAS,-1.981142199,4.913085804,-0.227572469,-0.003237187205,0.034910776875,-0.002166640975
A.D. 2026-Mar-22 18:00:00.0000,3I/ATLAS,-1.981951404,4.921813172,-0.228114086,-0.003236459467,0.034908168119,-0.002166295303
A.D. 2026-Mar-23 00:00:00.0000,3I/ATLAS,-1.982760428,4.930539888,-0.228655617,-0.003235727655,0.034905564564,-0.002165957744
A.D. 2026-Mar-23 06:00:00.0000,3I/ATLAS,-1.983569268,4.939265955,-0.229197065,-0.003234991882,0.034902966641,-0.002165628154
A.D. 2026-Mar-23 12:00:00.0000,3I/ATLAS,-1.984377924,4.947991372,-0.229738432,-0.003234252284,0.034900374750,-0.002165306369
A.D. 2026-Mar-23 18:00:00.0000,3I/ATLAS,-1.985186394,4.956716143,-0.230279719,-0.003233509011,0.034897789257,-0.002164992216
A.D. 2026-Mar-24 00:00:00.0000,3I/ATLAS,-1.985994678,4.965440268,-0.230820929,-0.003232762223,0.034895210500,-0.002164685507
A.D. 2026-Mar-24 06:00:00.0000,3I/ATLAS,-1.986802775,4.974163749,-0.231362063,-0.003232012095,0.034892638783,-0.002164386049
A.D. 2026-Mar-24 12:00:00.0000,3I/ATLAS,-1.987610684,4.982886588,-0.231903122,-0.003231258804,0.034890074383,-0.002164093640
A.D. 2026-Mar-24 18:00:00.0000,3I/ATLAS,-1.988418404,4.991608786,-0.232444110,-0.003230502539,0.034887517549,-0.002163808075
A.D. 2026-Mar-25 00:00:00.0000,3I/ATLAS,-1.989225935,5.000330347,-0.232985027,-0.003229743487,0.034884968504,-0.002163529146
A.D. 2026-Mar-25 06:00:00.0000,3I/ATLAS,-1.990033275,5.009051271,-0.233525875,-0.003228981842,0.034882427445,-0.002163256645
A.D. 2026-Mar-25 12:00:00.0000,3I/ATLAS,-1.990840425,5.017771561,-0.234066656,-0.003228217795,0.034879894545,-0.002162990361
A.D. 2026-Mar-25 18:00:00.0000,3I/ATLAS,-1.991647384,5.026491219,-0.234607371,-0.003227451541,0.034877369957,-0.002162730088
A.D. 2026-Mar-26 00:00:00.0000,3I/ATLAS,-1.992454151,5.035210247,-0.235148021,-0.003226683269,0.034874853811,-0.002162475618
A.D. 2026-Mar-26 06:00:00.0000,3I/ATLAS,-1.993260726,5.043928647,-0.235688609,-0.003225913169,0.034872346219,-0.002162226750
A.D. 2026-Mar-26 12:00:00.0000,3I/ATLAS,-1.994067107,5.052646421,-0.236229135,-0.003225141425,0.034869847275,-0.002161983283
A.D. 2026-Mar-26 18:00:00.0000,3I/ATLAS,-1.994873296,5.061363571,-0.236769601,-0.003224368221,0.034867357057,-0.002161745024
A.D. 2026-Mar-27 00:00:00.0000,3I/ATLAS,-1.995679291,5.070080100,-0.237310008,-0.003223593733,0.034864875629,-0.002161511780
A.D. 2026-Mar-27 06:00:00.0000,3I/ATLAS,-1.996485093,5.078796010,-0.237850358,-0.003222818135,0.034862403038,-0.002161283367
A.D. 2026-Mar-27 12:00:00.0000,3I/ATLAS,-1.997290700,5.087511302,-0.238390650,-0.003222041593,0.034859939323,-0.002161059603
A.D. 2026-Mar-27 18:00:00.0000,3I/ATLAS,-1.998096114,5.096225980,-0.238930888,-0.003221264271,0.034857484507,-0.002160840316
A.D. 2026-Mar-28 00:00:00.0000,3I/ATLAS,-1.998901332,5.104940045,-0.239471071,-0.003220486325,0.034855038606,-0.002160625334
A.D. 2026-Mar-28 06:00:00.0000,3I/ATLAS,-1.999706357,5.113653500,-0.240011201,-0.003219707907,0.034852601624,-0.002160414494
A.D. 2026-Mar-28 12:00:00.0000,3I/ATLAS,-2.000511186,5.122366347,-0.240551278,-0.003218929163,0.034850173559,-0.002160207639
A.D. 2026-Mar-28 18:00:00.0000,3I/ATLAS,-2.001315821,5.131078588,-0.241091305,-0.003218150232,0.034847754400,-0.002160004616
A.D. 2026-Mar-29 00:00:00.0000,3I/ATLAS,-2.002120262,5.139790225,-0.241631281,-0.003217371249,0.034845344129,-0.002159805278
A.D. 2026-Mar-29 06:00:00.0000,3I/ATLAS,-2.002924507,5.148501261,-0.242171208,-0.003216592342,0.034842942722,-0.002159609485
A.D. 2026-Mar-29 12:00:00.0000,3I/ATLAS,-2.003728558,5.157211697,-0.242711086,-0.003215813635,0.034840550151,-0.002159417101
A.D. 2026-Mar-29 18:00:00.0000,3I/ATLAS,-2.004532414,5.165921536,-0.243250917,-0.003215035245,0.034838166381,-0.002159227996
A.D. 2026-Mar-30 00:00:00.0000,3I/ATLAS,-2.005336075,5.174630781,-0.243790700,-0.003214257286,0.034835791373,-0.002159042045
A.D. 2026-Mar-30 06:00:00.0000,3I/ATLAS,-2.006139542,5.183339433,-0.244330438,-0.003213479863,0.034833425086,-0.002158859128
A.D. 2026-Mar-30 12:00:00.0000,3I/ATLAS,-2.006942815,5.192047494,-0.244870130,-0.003212703079,0.034831067475,-0.002158679130
A.D. 2026-Mar-30 18:00:00.0000,3I/ATLAS,-2.007745894,5.200754967,-0.245409778,-0.003211927031,0.034828718490,-0.002158501942
A.D. 2026-Mar-31 00:00:00.0000,3I/ATLAS,-2.008548779,5.209461854,-0.245949381,-0.003211151813,0.034826378083,-0.002158327458
A.D. 2026-Mar-31 06:00:00.0000,3I/ATLAS,-2.009351470,5.218168157,-0.246488942,-0.003210377511,0.034824046199,-0.002158155578
A.D. 2026-Mar-31 12:00:00.0000,3I/ATLAS,-2.010153968,5.226873878,-0.247028459,-0.003209604209,0.034821722784,-0.002157986204
A.D. 2026-Mar-31 18:00:00.0000,3I/ATLAS,-2.010956272,5.235579019,-0.247567935,-0.003208831987,0.034819407783,-0.002157819244
A.D. 2026-Apr-01 00:00:00.0000,3I/ATLAS,-2.011758384,5.244283582,-0.248107369,-0.003208060920,0.034817101138,-0.002157654610
